ticker,source_names,source_types,seed_hits,etf_hits,name,rating,market weight,sector_key,industry_key,symbol,Name,Holding Percent,seed,source_count,source_type_count,sources,is_active,is_reserve,is_hard_exclusion,candidate_status,ytd return,last price,target price,growth estimate,marketCap,averageDailyVolume3Month,regularMarketPrice,fiftyDayAverageChangePercent,twoHundredDayAverageChangePercent,regularMarketChangePercent,sector,industry,priority_score,profile,recent_score,recent_r63,recent_r126,recent_r252,scan_algo_fit,scan_algo_compat_score,scan_algo_compat_score_v2,scan_latest_rank_if_added,scan_days_top15_if_added,scan_days_top5_if_added,scan_top5_share,scan_rel_recent_score,scan_rr_score,scan_breakout252_component,scan_trend200_component,scan_candidate_track,recommendation,full_delta_roi_pct,oos_delta_roi_pct,full_delta_sharpe,oos_delta_sharpe,full_delta_maxdd_pct,oos_delta_maxdd_pct,backtestable_now,recommendation_rank,source_profiles,profile_count,high_fit_profile_count,positive_profile_count,dynamic_conviction_score,dynamic_status,dynamic_status_rank,exchange,fullExchangeName,broker_tradeable,broker_min_market_cap,as_of
NVDA,"{'MU', 'VGT', 'WDC', 'LITE'}",etf_holding|seed_peer,LITE|MU|WDC,VGT,NVIDIA Corporation,Strong Buy,0.1980649,technology,communication-equipment,NVDA,NVIDIA Corp,0.1806971,LITE,4,2,LITE|MU|VGT|WDC,1,0,0,active,,,,,,,,,,,,,32.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,2.35,discovered,1,,,True,1000000000.0,2026-03-23
ANET,"{'MU', 'WDC', 'LITE'}",industry_top_growth|seed_peer,LITE|MU|WDC,,"Arista Networks, Inc.",Strong Buy,0.007786919,technology,communication-equipment,,,,,3,2,LITE|MU|WDC,1,0,0,active,0.0015,,,0.2564841498559078,,,,,,,,,26.5,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,2.35,discovered,1,,,True,1000000000.0,2026-03-23
SNDK,"{'MU', 'WDC', 'LITE'}",industry_top_performing|seed_peer,LITE|MU|WDC,,Sandisk Corporation,Buy,0.0049364157,technology,communication-equipment,,,,,3,2,LITE|MU|WDC,1,0,0,active,1.9898,709.71,767.684,,,,,,,,,,26.5,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,2.35,discovered,1,,,True,1000000000.0,2026-03-23
WDC,"{'MU', 'WDC', 'LITE'}",industry_top_performing|seed_peer,LITE|MU|WDC,,Western Digital Corporation,Buy,0.004722322,technology,communication-equipment,,,,,3,2,LITE|MU|WDC,1,0,0,active,0.7014,293.1,321.0,,,,,,,,,,26.5,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,2.35,discovered,1,,,True,1000000000.0,2026-03-23
CAT,"{'BE', 'XLI'}",etf_holding|seed_peer,BE,XLI,Caterpillar Inc.,Buy,0.048968296,industrials,electrical-equipment-parts,CAT,Caterpillar Inc,0.0639929,BE,2,2,BE|XLI,1,0,0,active,,,,,,,,,,,,,20.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,2.35,discovered,1,,,True,1000000000.0,2026-03-23
GE,"{'BE', 'XLI'}",etf_holding|seed_peer,BE,XLI,GE Aerospace,Strong Buy,0.046489768,industrials,electrical-equipment-parts,GE,GE Aerospace,0.0664574,BE,2,2,BE|XLI,1,0,0,active,,,,,,,,,,,,,20.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,2.35,discovered,1,,,True,1000000000.0,2026-03-23
RTX,"{'BE', 'XLI'}",etf_holding|seed_peer,BE,XLI,RTX Corporation,Buy,0.040989276,industrials,electrical-equipment-parts,RTX,RTX Corp,0.0500102,BE,2,2,BE|XLI,1,0,0,active,,,,,,,,,,,,,20.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,2.35,discovered,1,,,True,1000000000.0,2026-03-23
BE,{'BE'},industry_top_performing|seed_peer,BE,,Bloom Energy Corporation,Buy,0.0064723734,industrials,electrical-equipment-parts,,,,,1,2,BE,1,0,0,active,0.7277,150.12,144.08,,,,,,,,,,14.5,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,2.35,discovered,1,,,True,1000000000.0,2026-03-23
AAOI,{'LITE'},industry_top_growth|industry_top_performing,,,"Applied Optoelectronics, Inc.",,,technology,communication-equipment,,,,,1,2,LITE,0,0,0,new,1.5112,87.54,90.3,0.9285714285714288,6799681024.0,,,,,,,,11.5,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,2.35,discovered,1,NGM,NGM,True,1000000000.0,2026-03-23
POWL,{'BE'},industry_top_growth|industry_top_performing,,,"Powell Industries, Inc.",,,industrials,electrical-equipment-parts,,,,,1,2,BE,0,0,0,new,0.6187,516.0,517.667,1.9271844660194173,6265418240.0,,,,,,,,11.5,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,2.35,discovered,1,NMS,NMS,True,1000000000.0,2026-03-23
ADBE,"{'MU', 'WDC', 'LITE'}",seed_peer,LITE|MU|WDC,,Adobe Inc.,Buy,0.0048003066,technology,communication-equipment,,,,,3,1,LITE|MU|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
ADI,"{'MU', 'WDC', 'LITE'}",seed_peer,LITE|MU|WDC,,"Analog Devices, Inc.",Buy,0.007118778,technology,communication-equipment,,,,,3,1,LITE|MU|WDC,0,1,0,reserve,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
AMAT,"{'MU', 'WDC', 'LITE'}",seed_peer,LITE|MU|WDC,,"Applied Materials, Inc.",Buy,0.0133533375,technology,communication-equipment,,,,,3,1,LITE|MU|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
AMD,"{'MU', 'WDC', 'LITE'}",seed_peer,LITE|MU|WDC,,"Advanced Micro Devices, Inc.",Buy,0.015468461,technology,communication-equipment,,,,,3,1,LITE|MU|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
APH,"{'MU', 'WDC', 'LITE'}",seed_peer,LITE|MU|WDC,,Amphenol Corporation,Buy,0.007341471,technology,communication-equipment,,,,,3,1,LITE|MU|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
CDNS,"{'MU', 'WDC', 'LITE'}",seed_peer,LITE|MU|WDC,,"Cadence Design Systems, Inc.",Strong Buy,0.003690796,technology,communication-equipment,,,,,3,1,LITE|MU|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
CRM,"{'MU', 'WDC', 'LITE'}",seed_peer,LITE|MU|WDC,,"Salesforce, Inc.",Buy,0.008627029,technology,communication-equipment,,,,,3,1,LITE|MU|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
CRWD,"{'MU', 'WDC', 'LITE'}",seed_peer,LITE|MU|WDC,,"CrowdStrike Holdings, Inc.",Buy,0.0048880796,technology,communication-equipment,,,,,3,1,LITE|MU|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
FTNT,"{'MU', 'WDC', 'LITE'}",seed_peer,LITE|MU|WDC,,"Fortinet, Inc.",Hold,0.0028525512,technology,communication-equipment,,,,,3,1,LITE|MU|WDC,0,0,1,hard_exclusion,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
INTU,"{'MU', 'WDC', 'LITE'}",seed_peer,LITE|MU|WDC,,Intuit Inc.,Buy,0.0059739267,technology,communication-equipment,,,,,3,1,LITE|MU|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
KLAC,"{'MU', 'WDC', 'LITE'}",seed_peer,LITE|MU|WDC,,KLA Corporation,Buy,0.009279352,technology,communication-equipment,,,,,3,1,LITE|MU|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
LRCX,"{'MU', 'WDC', 'LITE'}",seed_peer,LITE|MU|WDC,,Lam Research Corporation,Buy,0.013516418,technology,communication-equipment,,,,,3,1,LITE|MU|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
MRVL,"{'MU', 'WDC', 'LITE'}",seed_peer,LITE|MU|WDC,,"Marvell Technology, Inc.",Strong Buy,0.0036219324,technology,communication-equipment,,,,,3,1,LITE|MU|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
NET,"{'MU', 'WDC', 'LITE'}",seed_peer,LITE|MU|WDC,,"Cloudflare, Inc.",Buy,0.0035731064,technology,communication-equipment,,,,,3,1,LITE|MU|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
NOW,"{'MU', 'WDC', 'LITE'}",seed_peer,LITE|MU|WDC,,"ServiceNow, Inc.",Strong Buy,0.0054883687,technology,communication-equipment,,,,,3,1,LITE|MU|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
NXPI,"{'MU', 'WDC', 'LITE'}",seed_peer,LITE|MU|WDC,,NXP Semiconductors N.V.,Strong Buy,0.0022788113,technology,communication-equipment,,,,,3,1,LITE|MU|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
ORCL,"{'MU', 'WDC', 'LITE'}",seed_peer,LITE|MU|WDC,,Oracle Corporation,Buy,0.020286221,technology,communication-equipment,,,,,3,1,LITE|MU|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
PANW,"{'MU', 'WDC', 'LITE'}",seed_peer,LITE|MU|WDC,,"Palo Alto Networks, Inc.",Buy,0.006265938,technology,communication-equipment,,,,,3,1,LITE|MU|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
PLTR,"{'MU', 'WDC', 'LITE'}",seed_peer,LITE|MU|WDC,,Palantir Technologies Inc.,Buy,0.016982416,technology,communication-equipment,,,,,3,1,LITE|MU|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
QCOM,"{'MU', 'WDC', 'LITE'}",seed_peer,LITE|MU|WDC,,QUALCOMM Incorporated,Hold,0.0065379306,technology,communication-equipment,,,,,3,1,LITE|MU|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
SHOP,"{'MU', 'WDC', 'LITE'}",seed_peer,LITE|MU|WDC,,Shopify Inc.,Buy,0.007182049,technology,communication-equipment,,,,,3,1,LITE|MU|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
TXN,"{'MU', 'WDC', 'LITE'}",seed_peer,LITE|MU|WDC,,Texas Instruments Incorporated,Hold,0.008031316,technology,communication-equipment,,,,,3,1,LITE|MU|WDC,0,1,0,reserve,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
UBER,"{'MU', 'WDC', 'LITE'}",seed_peer,LITE|MU|WDC,,"Uber Technologies, Inc.",Buy,0.00723498,technology,communication-equipment,,,,,3,1,LITE|MU|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
UI,"{'MU', 'WDC', 'LITE'}",seed_peer,LITE|MU|WDC,,Ubiquiti Inc.,Hold,0.0021825333,technology,communication-equipment,,,,,3,1,LITE|MU|WDC,1,0,0,active,,,,,,,,,,,,,24.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
AXON,{'BE'},seed_peer,BE,,"Axon Enterprise, Inc.",Buy,0.006131673,industrials,electrical-equipment-parts,,,,,1,1,BE,1,0,0,active,,,,,,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
BA,{'BE'},seed_peer,BE,,The Boeing Company,Buy,0.023564363,industrials,electrical-equipment-parts,,,,,1,1,BE,1,0,0,active,,,,,,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
CARR,{'BE'},seed_peer,BE,,Carrier Global Corporation,Buy,0.0074592386,industrials,electrical-equipment-parts,,,,,1,1,BE,1,0,0,active,,,,,,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
CMI,{'BE'},seed_peer,BE,,Cummins Inc.,Buy,0.0113288015,industrials,electrical-equipment-parts,,,,,1,1,BE,0,1,0,reserve,,,,,,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
DE,{'BE'},seed_peer,BE,,Deere & Company,Buy,0.023234447,industrials,electrical-equipment-parts,,,,,1,1,BE,1,0,0,active,,,,,,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
EME,{'BE'},seed_peer,BE,,"EMCOR Group, Inc.",Buy,0.004987243,industrials,electrical-equipment-parts,,,,,1,1,BE,0,0,0,new,,,,,32452116480.0,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,NYQ,NYQ,True,1000000000.0,2026-03-23
EMR,{'BE'},seed_peer,BE,,Emerson Electric Co.,Buy,0.011074033,industrials,electrical-equipment-parts,,,,,1,1,BE,0,1,0,reserve,,,,,,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
ETN,{'BE'},seed_peer,BE,,Eaton Corporation plc,Buy,0.021297153,industrials,electrical-equipment-parts,,,,,1,1,BE,1,0,0,active,,,,,,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
FAST,{'BE'},seed_peer,BE,,Fastenal Company,Hold,0.007722554,industrials,electrical-equipment-parts,,,,,1,1,BE,1,0,0,active,,,,,,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
GD,{'BE'},seed_peer,BE,,General Dynamics Corporation,Buy,0.014368373,industrials,electrical-equipment-parts,,,,,1,1,BE,0,1,0,reserve,,,,,,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
HON,{'BE'},seed_peer,BE,,Honeywell International Inc.,Buy,0.021638485,industrials,electrical-equipment-parts,,,,,1,1,BE,0,1,0,reserve,,,,,,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
HWM,{'BE'},seed_peer,BE,,Howmet Aerospace Inc.,Strong Buy,0.014301777,industrials,electrical-equipment-parts,,,,,1,1,BE,1,0,0,active,,,,,,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
IR,{'BE'},seed_peer,BE,,Ingersoll Rand Inc.,Buy,0.0049420483,industrials,electrical-equipment-parts,,,,,1,1,BE,0,0,0,new,,,,,32158035968.0,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,NYQ,NYQ,True,1000000000.0,2026-03-23
LHX,{'BE'},seed_peer,BE,,"L3Harris Technologies, Inc.",Buy,0.010143129,industrials,electrical-equipment-parts,,,,,1,1,BE,1,0,0,active,,,,,,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
LMT,{'BE'},seed_peer,BE,,Lockheed Martin Corporation,Hold,0.02231218,industrials,electrical-equipment-parts,,,,,1,1,BE,0,1,0,reserve,,,,,,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
NOC,{'BE'},seed_peer,BE,,Northrop Grumman Corporation,Buy,0.015505696,industrials,electrical-equipment-parts,,,,,1,1,BE,1,0,0,active,,,,,,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
PH,{'BE'},seed_peer,BE,,Parker-Hannifin Corporation,Buy,0.017348837,industrials,electrical-equipment-parts,,,,,1,1,BE,1,0,0,active,,,,,,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
PWR,{'BE'},seed_peer,BE,,"Quanta Services, Inc.",Buy,0.012770372,industrials,electrical-equipment-parts,,,,,1,1,BE,1,0,0,active,,,,,,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
RKLB,{'BE'},seed_peer,BE,,Rocket Lab Corporation,Buy,0.0058627957,industrials,electrical-equipment-parts,,,,,1,1,BE,1,0,0,active,,,,,,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
TDG,{'BE'},seed_peer,BE,,TransDigm Group Incorporated,Buy,0.010218403,industrials,electrical-equipment-parts,,,,,1,1,BE,1,0,0,active,,,,,,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
TT,{'BE'},seed_peer,BE,,Trane Technologies plc,Buy,0.0139837805,industrials,electrical-equipment-parts,,,,,1,1,BE,1,0,0,active,,,,,,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
WM,{'BE'},seed_peer,BE,,"Waste Management, Inc.",Buy,0.014333334,industrials,electrical-equipment-parts,,,,,1,1,BE,1,0,0,active,,,,,,,,,,,,,12.0,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
AMPX,{'BE'},industry_top_performing,,,"Amprius Technologies, Inc.",,,industrials,electrical-equipment-parts,,,,,1,1,BE,0,0,0,new,1.3067,18.2,20.0,,2374806016.0,,,,,,,,11.5,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,NYQ,NYQ,True,1000000000.0,2026-03-23
CRDO,{'MU'},industry_top_growth,,,Credo Technology Group Holding Ltd,,,technology,semiconductors,,,,,1,1,MU,0,0,0,new,-0.2814,,,3.0000000000000004,19072122880.0,,,,,,,,11.5,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,NMS,NMS,True,1000000000.0,2026-03-23
EOSE,{'BE'},industry_top_growth,,,"Eos Energy Enterprises, Inc.",,,industrials,electrical-equipment-parts,,,,,1,1,BE,0,0,0,new,-0.5471,,,0.165745856353591,1761663872.0,,,,,,,,11.5,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,NCM,NCM,True,1000000000.0,2026-03-23
EXTR,{'LITE'},industry_top_growth,,,"Extreme Networks, Inc.",,,technology,communication-equipment,,,,,1,1,LITE,0,0,0,new,-0.1165,,,1.40625,1975104896.0,,,,,,,,11.5,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,NMS,NMS,True,1000000000.0,2026-03-23
HLIT,{'LITE'},industry_top_growth,,,Harmonic Inc.,,,technology,communication-equipment,,,,,1,1,LITE,0,0,0,new,-0.09,,,0.9189189189189187,1010097728.0,,,,,,,,11.5,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,NMS,NMS,True,1000000000.0,2026-03-23
LASR,{'MU'},industry_top_performing,,,"nLIGHT, Inc.",,,technology,semiconductors,,,,,1,1,MU,0,0,0,new,0.7531,65.76,73.5,,3668837376.0,,,,,,,,11.5,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,NMS,NMS,True,1000000000.0,2026-03-23
NVT,{'BE'},industry_top_growth,,,nVent Electric plc,,,industrials,electrical-equipment-parts,,,,,1,1,BE,0,0,0,new,0.1405,,,0.1896551724137931,18809137152.0,,,,,,,,11.5,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,NYQ,NYQ,True,1000000000.0,2026-03-23
PSTG,{'WDC'},industry_top_growth,,,"Everpure, Inc.",,,technology,computer-hardware,,,,,1,1,WDC,0,0,0,new,-0.0654,,,0.1408450704225353,20678649856.0,,,,,,,,11.5,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,NYQ,NYQ,True,1000000000.0,2026-03-23
SITM,{'MU'},industry_top_growth,,,SiTime Corporation,,,technology,semiconductors,,,,,1,1,MU,0,0,0,new,-0.0789,,,3.833333333333333,8555888640.0,,,,,,,,11.5,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,NGM,NGM,True,1000000000.0,2026-03-23
SKYT,{'MU'},industry_top_performing,,,"SkyWater Technology, Inc.",,,technology,semiconductors,,,,,1,1,MU,0,0,0,new,0.5165,27.54,35.0,,1339151488.0,,,,,,,,11.5,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,NCM,NCM,True,1000000000.0,2026-03-23
SLAB,{'MU'},industry_top_performing,,,Silicon Laboratories Inc.,,,technology,semiconductors,,,,,1,1,MU,0,0,0,new,0.578,206.25,222.857,,6799735808.0,,,,,,,,11.5,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,NMS,NMS,True,1000000000.0,2026-03-23
SMCI,{'WDC'},industry_top_growth,,,"Super Micro Computer, Inc.",,,technology,computer-hardware,,,,,1,1,WDC,1,0,0,active,-0.2986,,,0.511996378451788,,,,,,,,,11.5,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,,,True,1000000000.0,2026-03-23
SMTC,{'MU'},industry_top_growth,,,Semtech Corporation,,,technology,semiconductors,,,,,1,1,MU,0,0,0,new,-0.0012,,,3.857142857142857,6810948096.0,,,,,,,,11.5,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,NMS,NMS,True,1000000000.0,2026-03-23
VIAV,{'LITE'},industry_top_performing,,,Viavi Solutions Inc.,,,technology,communication-equipment,,,,,1,1,LITE,0,0,0,new,0.764,31.435,30.9286,,7273723904.0,,,,,,,,11.5,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,1.9,discovered,1,NMS,NMS,True,1000000000.0,2026-03-23
OSS,{'WDC'},industry_top_growth|industry_top_performing,,,"One Stop Systems, Inc.",,,technology,computer-hardware,,,,,1,2,WDC,0,0,0,new,0.2284,8.82,12.6667,12.0,216226624.0,,,,,,,,11.5,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,-1.65,reject,0,NCM,NCM,False,1000000000.0,2026-03-23
CEVA,{'MU'},industry_top_growth,,,"CEVA, Inc.",,,technology,semiconductors,,,,,1,1,MU,0,0,0,new,-0.1371,,,2.6,515394304.0,,,,,,,,11.5,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,-2.1,reject,0,NMS,NMS,False,1000000000.0,2026-03-23
FIEE,{'LITE'},industry_top_performing,,,,,,technology,communication-equipment,,,,,1,1,LITE,0,0,0,new,1.0623,6.62,,,41679268.0,,,,,,,,11.5,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,-2.1,reject,0,NCM,NCM,False,1000000000.0,2026-03-23
NTGR,{'LITE'},industry_top_growth,,,"NETGEAR, Inc.",,,technology,communication-equipment,,,,,1,1,LITE,0,0,0,new,-0.1504,,,35.66666666666667,591913408.0,,,,,,,,11.5,targeted_current,,,,,,,,,,,,,,,,,,,,,,,,,0,targeted_current,1,0,0,-2.1,reject,0,NMS,NMS,False,1000000000.0,2026-03-23
